lfdn,duration,v_Assent,consent,age,gender,v_788,v_89,v_468,v_469,v_470,v_471,v_472,v_473,v_474,v_475,v_476,v_477,v_478,v_479,v_480,v_481,v_482,v_483,v_484,v_563,v_485,v_486,v_487,v_488,v_489,v_490,v_491,v_492,v_493,v_494,v_495,v_496,v_497,v_498,v_499,v_500,v_501,v_502,v_503,v_504,v_505,v_506,v_507,v_508,v_509,v_510,v_511,v_512,v_513,v_514,v_515,v_516,v_455,v_517,v_518,v_519,v_520,v_521,v_522,v_523,v_524,v_525,v_526,v_527,v_528,v_529,v_530,v_531,v_532,v_533,v_534,v_535,v_536,v_537,v_538,v_539,v_540,v_542,v_543,v_544,v_545,v_546,v_547,v_548,v_549,v_550,v_551,v_552,v_553,v_554,v_555,v_556,v_557,v_558,v_559,v_560,v_561,v_Serious
343,694,1,1,47,2,NA,6,2,4,5,2,4,5,6,2,6,6,6,1,5,2,2,4,6,1,6,1,5,4,3,5,5,4,4,5,5,2,4,4,6,5,2,2,2,6,2,4,5,5,3,5,3,2,6,4,4,4,0,4,4,5,2,5,4,2,6,2,4,4,4,5,2,3,2,2,4,4,4,4,2,6,5,6,6,5,4,5,4,3,4,4,5,2,2,2,2,2,2,4,6,2,5,1
344,255,1,1,39,1,NA,6,1,5,4,1,1,6,7,1,6,5,6,1,3,1,1,6,6,1,6,1,4,5,1,5,5,5,6,6,4,2,5,5,7,1,2,5,1,6,1,5,5,5,1,5,4,5,6,1,1,5,0,5,1,5,1,1,1,1,6,1,2,6,5,6,1,4,5,1,6,5,1,2,1,6,5,6,6,5,4,6,5,1,5,6,4,1,2,2,2,2,2,5,5,5,5,1
345,370,1,1,41,1,NA,8,4,4,5,3,4,5,3,4,5,5,5,1,3,4,4,3,5,1,6,4,2,3,5,2,1,3,3,5,5,2,5,4,4,3,3,4,3,4,2,2,5,1,2,4,4,5,3,5,4,5,0,2,2,2,4,5,3,1,2,2,2,2,4,1,3,1,2,3,3,4,3,2,3,4,3,2,1,3,2,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1
346,671,1,1,46,1,NA,8,1,5,2,4,2,4,6,6,6,6,6,1,1,2,2,6,4,1,6,2,2,4,2,4,5,2,5,6,6,2,2,4,6,1,2,4,1,6,2,4,4,4,1,4,2,1,6,1,4,6,0,4,5,6,5,3,4,3,6,2,1,5,4,5,6,2,3,2,6,5,2,2,5,6,4,6,6,5,1,4,3,7,4,4,1,4,1,1,1,1,1,3,4,6,2,NA
347,430,1,1,24,4,NA,6,2,3,4,1,3,5,5,2,5,4,5,2,3,5,2,4,5,1,5,4,6,4,3,4,5,3,2,4,1,3,1,1,5,1,2,3,1,3,2,3,4,1,1,4,1,2,5,3,5,3,2,2,1,5,1,2,1,1,5,1,2,4,3,2,2,3,2,4,4,3,1,1,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,107,1,1,30,1,NA,5,7,5,6,6,6,6,5,6,5,5,7,6,7,6,6,6,6,7,5,6,6,7,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,1588,1,1,31,1,NA,8,1,1,1,1,1,6,7,2,7,6,6,1,1,2,1,4,4,1,7,1,1,1,4,3,5,1,1,6,5,1,1,1,7,1,1,1,1,1,1,3,1,1,1,7,2,1,6,1,1,5,0,1,1,6,1,1,1,1,7,1,1,1,1,5,1,1,1,1,1,1,1,1,1,6,1,1,6,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
350,378,1,1,26,1,NA,4,1,4,4,4,4,3,3,5,4,4,4,1,4,4,4,4,4,1,4,2,4,6,4,4,4,4,3,3,4,5,3,4,4,4,4,4,4,4,5,5,4,5,5,4,3,4,4,4,4,4,4,5,5,3,5,4,4,4,5,4,5,4,5,3,4,2,3,4,4,3,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,571,1,1,68,1,NA,7,1,6,5,1,1,7,7,1,6,6,7,1,1,1,1,5,6,1,7,1,5,6,1,5,6,6,5,7,3,1,6,5,7,4,5,5,1,7,1,6,6,6,1,7,1,5,7,1,1,7,0,6,1,7,1,1,1,1,7,1,4,7,5,7,1,4,7,1,6,6,1,7,1,7,6,7,7,7,1,6,6,1,6,7,1,1,1,1,1,1,1,5,6,1,7,1
352,406,1,1,33,1,NA,6,1,1,1,4,1,4,1,1,3,3,3,1,1,1,4,1,6,1,4,1,2,1,4,1,2,1,1,4,2,1,1,1,4,1,1,1,1,4,3,1,1,1,1,6,1,1,1,1,1,3,0,3,1,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,3,2,1,2,1,1,2,4,2,2,1,1,1,1,1,3,2,1,3,1
353,759,1,1,22,2,NA,7,1,1,1,1,2,6,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,2460,1,1,49,1,NA,4,1,7,7,1,2,6,7,1,7,7,7,1,1,1,2,3,7,1,7,1,7,6,1,7,7,7,3,7,7,2,6,3,7,7,2,6,1,7,2,6,5,3,1,6,2,2,7,1,1,7,0,5,1,7,2,1,1,1,6,5,1,7,5,6,1,5,1,1,6,6,1,6,1,7,6,6,7,6,3,7,6,1,6,7,6,1,1,1,1,2,1,6,6,4,6,1
355,315,1,1,29,1,NA,5,4,3,1,6,5,2,5,5,4,4,4,1,4,4,5,2,4,1,4,2,2,3,6,2,2,2,2,4,5,1,2,2,4,2,1,2,1,4,4,2,2,4,4,4,3,1,4,1,5,4,0,2,5,4,5,5,4,5,4,1,2,4,2,3,5,1,5,5,2,2,4,2,5,4,3,4,4,2,3,2,2,5,2,3,3,5,2,2,2,2,2,2,3,2,2,1
356,51,1,1,39,1,NA,5,5,7,6,6,7,6,6,7,7,6,7,7,7,6,5,7,7,7,7,6,5,6,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,319,1,1,35,1,NA,8,5,4,6,1,5,7,7,1,7,6,6,2,1,1,1,5,6,1,7,1,5,2,1,6,7,5,4,6,6,1,5,4,6,1,1,5,1,5,2,4,4,3,1,6,7,2,6,1,1,5,0,6,1,6,2,1,2,1,7,1,1,5,4,4,1,1,1,1,6,5,1,1,1,6,7,7,6,7,7,6,5,1,6,6,6,2,2,1,2,1,1,7,7,1,6,1
358,367,1,1,32,1,NA,7,1,3,2,2,1,4,5,3,4,4,5,2,4,2,3,2,4,1,5,1,1,2,4,2,4,2,3,4,5,3,1,2,5,2,2,2,2,5,2,2,2,2,1,3,3,3,4,2,4,4,0,2,4,3,2,3,5,4,5,2,2,3,2,3,3,4,5,2,3,2,2,4,5,5,3,3,4,2,2,2,2,5,2,3,2,3,2,2,2,2,2,2,2,2,3,1
359,554,1,1,31,2,NA,5,3,1,1,4,1,1,2,7,2,2,1,1,1,6,6,1,1,1,3,1,1,1,7,1,1,1,2,1,4,1,1,1,2,1,1,1,1,4,4,1,1,1,1,3,1,1,1,1,7,1,0,1,6,1,6,7,6,7,2,1,1,1,1,2,7,1,3,1,1,1,1,1,7,3,1,1,2,3,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1
360,108,1,1,30,1,NA,6,7,6,7,7,7,7,5,6,7,5,7,7,6,5,7,7,5,7,6,6,5,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,295,1,1,37,1,NA,8,1,4,4,1,1,6,7,1,7,7,7,1,1,1,1,4,7,1,7,1,4,4,1,4,7,4,6,7,6,1,4,4,7,1,1,4,1,7,1,4,4,5,1,7,4,1,7,1,1,7,0,6,1,6,1,1,1,1,7,1,1,5,4,5,1,1,1,1,4,4,1,2,1,7,5,6,7,6,1,5,4,1,4,6,1,1,1,1,1,1,1,4,5,1,7,1
362,585,1,1,22,1,NA,6,2,4,5,4,2,5,5,5,5,6,5,2,3,2,4,4,5,1,5,3,6,4,2,2,5,3,3,5,5,1,1,2,5,1,2,1,2,5,4,4,1,4,2,3,4,2,4,2,2,3,0,2,3,4,2,2,2,3,5,2,3,2,2,2,2,1,4,2,3,2,2,1,1,4,4,5,5,6,1,2,3,2,2,5,3,3,1,1,2,2,1,4,4,2,3,1
363,346,1,1,39,1,NA,8,1,6,2,3,1,5,7,1,7,7,7,1,3,1,2,6,6,1,7,1,2,4,1,2,6,1,5,7,5,1,2,5,7,1,1,1,1,6,1,4,2,3,1,6,6,5,7,1,1,7,0,5,1,6,1,1,1,1,7,1,2,6,4,7,1,5,7,1,3,1,1,6,1,7,4,4,7,4,5,6,4,1,3,4,6,1,1,2,1,5,5,2,6,1,5,1
364,271,1,1,30,1,NA,5,5,6,6,6,6,6,6,5,6,5,6,1,6,5,6,6,6,1,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,6,6,6,6,5,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,425,1,1,66,1,NA,7,3,5,4,4,7,6,6,2,6,6,7,2,6,2,2,5,6,1,6,1,4,5,2,5,5,5,5,6,4,1,4,5,7,1,5,4,2,6,2,6,5,6,5,6,2,4,6,1,2,6,0,5,3,5,2,2,4,2,7,2,6,5,5,5,2,6,6,5,4,5,2,6,3,6,4,6,6,5,4,6,5,4,4,5,5,2,2,1,1,1,2,4,5,4,6,1
367,716,1,1,31,2,NA,8,1,4,6,1,4,7,6,1,7,7,7,1,5,1,1,4,7,1,7,1,4,6,1,5,7,4,6,7,2,1,5,4,7,7,1,4,1,7,1,7,6,4,3,6,6,4,7,1,1,7,0,4,1,7,1,1,1,1,7,1,5,7,2,5,1,1,1,2,5,4,1,2,1,7,6,4,7,6,1,6,2,1,4,5,4,1,1,1,1,1,1,5,4,1,6,1
368,286,1,1,29,1,NA,5,1,1,1,3,1,2,2,6,2,2,5,1,2,6,5,1,3,1,2,1,1,1,5,1,2,1,1,3,5,1,1,1,3,1,1,1,1,2,6,2,1,1,1,5,1,1,2,1,5,2,0,1,6,2,5,4,6,6,3,1,1,2,1,2,6,1,5,1,2,1,1,3,6,3,2,1,3,4,1,1,1,6,1,2,1,5,1,1,1,1,1,1,2,1,1,1
370,389,1,1,30,2,NA,8,1,1,1,1,1,4,5,1,4,4,4,1,1,1,1,1,4,1,4,1,1,1,1,1,5,2,1,5,4,1,1,2,5,1,1,2,1,4,1,1,1,1,1,4,1,1,5,1,1,3,0,1,1,2,1,1,1,1,4,1,2,4,1,3,1,2,2,1,2,1,1,1,1,5,1,6,5,4,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
371,453,1,1,26,1,NA,6,1,4,1,6,1,5,7,1,6,6,6,1,1,2,1,4,6,1,6,1,2,2,5,1,5,3,4,6,5,1,1,2,6,1,1,2,1,5,2,3,4,3,1,5,1,1,6,1,1,5,0,2,1,5,1,1,1,2,5,1,1,2,2,4,1,1,2,1,2,2,1,1,1,6,2,4,5,3,1,2,2,1,2,3,2,1,1,1,1,1,1,2,3,1,2,1
372,484,1,1,56,2,NA,8,1,4,2,2,2,4,5,2,5,5,5,1,4,2,2,5,6,1,4,1,2,4,4,2,5,2,5,5,4,2,2,4,5,2,5,2,2,4,2,4,2,5,3,4,2,5,6,2,2,5,0,5,2,4,2,3,3,3,5,2,2,4,2,4,2,4,3,3,2,2,2,4,3,5,3,4,5,3,2,4,2,3,2,4,4,2,2,2,2,2,2,2,4,3,4,1
373,240,1,1,23,1,NA,8,1,1,2,1,2,3,7,2,7,5,6,1,3,2,1,4,5,1,7,1,1,2,2,1,4,2,3,7,1,1,1,2,7,1,1,1,1,7,1,2,1,2,2,2,1,1,7,2,2,2,0,1,1,7,1,1,1,1,7,1,1,1,1,4,1,3,4,1,1,1,1,1,1,7,1,1,7,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
374,58,1,1,33,2,NA,8,6,5,4,5,5,4,5,4,5,5,5,3,6,4,4,4,5,5,6,6,5,5,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,164,1,1,33,2,NA,7,5,3,5,4,4,5,4,5,4,5,4,5,3,5,5,5,3,1,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,3,4,7,4,5,5,5,4,4,5,6,4,4,0,2,2,3,2,3,2,1,2,1,2,2,3,2,2,2,1,2,2,3,2,2,2,1,2,3,4,3,4,4,2,5,3,2,5,3,5,4,3,5,4,3,2,4,3,1
376,216,1,1,30,1,NA,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,1,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,1
377,486,1,1,31,1,NA,8,1,1,5,3,5,4,6,5,6,6,6,1,2,2,5,5,5,1,6,1,4,4,3,2,2,1,6,5,6,2,1,3,6,5,1,3,1,7,4,4,3,4,2,5,5,1,6,1,7,5,0,2,7,6,1,7,7,6,6,1,1,2,1,1,7,4,6,6,2,1,1,4,7,6,3,1,5,6,3,4,1,7,2,4,3,7,1,1,1,1,5,1,2,2,2,1
378,347,1,1,28,2,NA,8,1,7,5,1,3,6,7,1,7,7,7,1,5,1,1,7,7,1,7,1,5,4,2,5,6,5,5,7,6,2,6,7,7,3,3,5,2,7,6,7,6,5,5,6,2,6,7,3,1,7,0,7,1,6,1,1,1,1,7,2,1,7,6,6,1,5,7,1,6,6,2,7,1,7,6,7,7,5,1,7,6,1,5,7,5,1,2,2,2,6,6,6,6,3,6,1
379,400,1,1,24,2,NA,6,1,2,2,6,1,7,2,6,5,2,1,1,1,5,6,1,2,1,3,2,1,3,5,1,1,5,1,2,2,1,3,2,1,2,3,2,2,1,4,3,1,3,2,1,3,3,3,2,3,2,0,4,5,3,3,4,3,3,2,4,4,3,2,2,2,2,5,2,1,3,4,2,2,3,2,3,1,2,2,2,2,2,3,5,1,3,2,4,3,4,5,5,3,4,5,1
380,320,1,1,32,1,NA,6,1,3,1,1,1,5,6,4,5,5,5,1,1,5,4,1,4,1,5,1,2,1,2,1,2,1,1,5,7,1,1,2,4,1,1,1,1,6,4,3,1,2,1,2,1,1,1,1,5,2,0,1,1,5,1,2,1,3,5,1,1,1,1,2,4,1,4,1,1,1,1,1,4,5,1,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
381,482,1,1,24,1,NA,7,1,4,4,1,4,6,6,2,6,6,4,1,1,1,1,3,7,1,6,1,4,4,1,4,4,1,3,6,2,1,1,1,6,1,1,1,1,4,1,6,1,5,1,4,1,1,6,1,2,6,0,4,1,6,2,1,1,2,4,1,1,4,1,3,1,1,1,1,4,1,1,1,1,6,1,6,4,1,1,4,1,1,1,5,1,1,1,1,1,1,1,1,5,1,4,1
382,1186,1,1,31,1,NA,6,2,2,2,1,4,4,6,2,5,6,6,1,4,2,2,3,5,1,5,1,2,4,3,2,4,1,5,6,6,1,3,2,6,1,1,2,2,6,3,4,2,2,2,4,5,2,5,2,2,6,0,2,1,4,1,1,1,2,6,2,2,5,2,5,2,3,2,3,3,3,2,4,2,6,4,4,5,4,1,4,2,2,3,4,2,2,2,3,1,4,3,3,4,2,5,1
383,377,1,1,48,1,NA,5,1,1,1,1,4,6,5,3,5,5,5,1,2,1,1,2,4,1,5,1,2,2,2,1,4,1,2,5,1,1,1,1,5,1,1,1,1,4,4,2,1,2,1,4,2,1,4,1,2,4,0,3,4,3,4,2,1,2,5,1,1,4,1,5,3,1,4,1,1,1,1,2,2,5,3,3,5,4,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1
384,1002,1,1,45,1,NA,6,1,2,2,3,2,6,5,4,5,5,6,1,1,3,5,1,5,1,5,1,2,4,5,2,2,2,1,5,1,1,1,2,5,2,1,1,1,5,1,1,2,2,2,4,4,2,5,1,4,4,0,2,4,4,3,3,5,4,6,1,4,4,2,4,3,1,4,2,1,2,1,2,4,5,2,2,5,4,1,1,2,4,2,3,3,3,1,1,1,2,2,2,4,1,4,1
385,497,1,1,46,1,NA,7,1,3,3,2,6,5,7,2,7,7,7,1,5,1,2,4,3,1,7,1,3,5,2,3,6,2,5,7,4,2,4,4,7,1,2,3,5,5,2,5,5,5,4,6,5,2,7,4,2,7,0,5,2,6,2,2,2,2,7,4,5,6,4,7,2,5,6,5,5,4,5,5,2,7,5,5,7,6,2,5,4,2,5,6,5,2,6,4,4,6,6,5,6,4,6,1
386,390,1,1,65,2,NA,8,2,6,5,2,1,6,6,3,6,7,7,1,1,2,1,6,5,1,6,1,5,5,2,3,6,5,6,6,5,1,5,6,7,1,1,4,1,6,4,6,5,6,1,5,5,3,5,1,1,6,0,6,2,5,1,1,1,3,6,1,6,6,5,5,1,3,4,1,3,6,1,4,3,6,4,6,6,6,6,5,6,1,6,5,5,1,3,3,1,1,3,6,5,5,6,1
387,290,1,1,40,2,NA,8,1,3,3,3,2,5,5,5,6,7,6,1,1,2,5,6,4,1,6,1,2,1,3,4,2,1,5,5,6,2,1,1,6,1,1,1,2,5,4,3,1,4,1,4,1,2,6,1,1,3,0,4,2,4,4,6,4,4,6,1,1,3,1,5,2,1,5,1,1,1,1,2,4,6,1,3,5,2,4,4,1,4,2,2,3,5,1,1,1,2,1,1,4,1,3,1
388,371,1,1,28,1,NA,8,5,6,7,6,7,7,5,6,7,6,7,7,5,5,5,6,6,6,6,6,5,6,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,234,1,1,23,4,Genderless,1,1,1,1,1,1,1,1,6,2,1,3,1,1,1,4,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,1,3,1,1,4,2,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1
390,427,1,1,29,2,NA,6,5,5,3,5,5,6,4,5,6,5,5,3,5,5,5,4,4,1,5,2,3,5,5,3,5,4,3,5,5,3,4,3,4,5,3,3,5,3,5,3,3,3,5,5,4,3,4,5,5,5,0,3,5,4,4,5,5,5,5,5,5,4,3,4,5,3,5,5,3,3,5,3,5,5,4,4,5,4,4,4,3,5,3,4,4,5,5,5,5,5,5,3,4,4,3,1
391,525,1,1,34,2,NA,8,1,7,7,7,1,7,7,1,7,7,7,1,1,1,7,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,1,7,7,7,7,1,1,7,0,7,1,7,1,1,1,1,7,7,1,7,7,7,1,7,7,1,7,7,1,7,1,7,7,7,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,7,7,7,7,1
392,363,1,1,33,1,NA,6,4,2,3,4,3,5,6,4,5,4,3,2,5,3,2,4,5,1,5,1,2,4,2,4,3,2,5,5,6,4,3,3,5,2,5,2,3,5,2,4,3,4,5,4,3,3,5,3,4,4,0,4,2,5,2,4,4,3,5,2,3,4,3,2,3,4,5,3,4,3,2,4,3,5,2,4,5,3,1,4,2,4,4,3,4,4,2,3,2,2,2,4,4,5,4,1
393,490,1,1,26,1,NA,8,1,7,7,1,1,7,7,1,7,7,7,1,1,1,1,7,7,1,7,1,7,4,1,7,7,7,7,7,1,1,7,7,7,1,1,7,1,7,1,7,7,7,1,7,1,1,7,1,1,7,0,7,1,7,1,1,1,1,7,1,1,7,7,7,1,1,1,1,7,7,1,1,1,7,7,7,7,7,1,7,7,1,7,7,7,1,1,1,1,1,1,7,7,1,7,1
394,386,1,1,47,2,NA,6,1,4,4,1,2,6,5,2,5,5,5,1,3,1,1,5,5,1,5,1,4,5,2,5,5,4,5,5,4,2,4,4,5,3,1,4,2,5,4,5,5,4,2,6,5,2,5,2,2,4,0,4,2,4,2,2,2,2,5,2,2,5,4,4,2,2,3,2,5,4,2,3,2,5,4,5,5,4,2,4,4,2,5,5,4,2,2,2,2,2,2,5,4,2,5,1
395,522,1,1,32,1,NA,8,2,5,3,2,3,5,6,2,6,5,5,1,2,1,2,5,6,1,5,1,3,4,2,3,5,3,5,5,5,2,3,3,5,2,1,3,1,5,5,3,4,3,1,5,2,1,5,2,2,5,0,5,5,5,5,3,3,4,5,1,1,5,4,5,3,1,2,5,3,4,2,3,5,5,4,5,6,5,5,5,4,3,3,4,3,3,1,1,1,2,1,4,4,2,5,1
396,424,1,1,26,1,NA,5,1,3,2,2,5,5,5,3,4,4,6,1,5,3,2,2,4,1,4,1,2,4,7,2,3,2,1,3,7,3,2,2,5,2,2,1,1,5,2,3,5,1,5,4,3,2,4,2,7,4,0,3,6,3,3,5,5,4,4,1,1,4,2,2,4,2,5,6,3,3,3,3,7,5,3,3,4,5,1,3,2,7,2,4,2,3,1,1,1,2,1,3,4,1,3,1
397,392,1,1,60,1,NA,5,2,4,5,1,1,6,5,2,7,7,7,1,2,1,1,4,6,1,6,1,5,4,1,5,6,2,5,7,3,1,4,3,7,1,1,2,1,6,2,3,3,3,1,4,3,2,6,1,1,5,0,3,1,3,1,1,1,1,6,1,1,6,4,4,1,1,2,1,5,5,1,3,1,6,4,4,7,2,1,4,4,1,5,6,2,1,1,1,1,2,1,4,4,1,5,1
398,295,1,1,61,1,NA,6,1,1,1,1,1,4,7,1,7,6,6,1,1,1,1,1,6,1,6,1,1,1,1,1,4,1,1,7,1,1,1,1,7,1,1,1,1,6,1,2,1,4,1,3,1,1,7,1,1,7,0,4,1,3,1,1,1,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
399,392,1,1,27,1,NA,8,3,5,2,1,2,6,5,1,6,5,7,1,1,1,2,2,7,1,7,1,2,2,1,3,3,4,1,6,3,1,3,2,7,1,1,4,1,5,1,2,5,4,1,5,3,1,5,1,1,3,0,5,1,5,1,1,1,1,7,1,1,3,3,3,1,2,2,1,5,3,1,4,1,7,2,5,6,3,3,1,3,1,1,4,3,1,1,1,1,1,1,3,3,2,2,1
400,467,1,1,43,1,NA,7,1,5,3,1,2,6,5,1,6,5,6,1,2,1,1,6,5,1,5,1,5,4,1,5,6,3,5,7,1,1,5,5,6,1,2,5,1,5,1,5,6,5,2,5,2,2,6,1,1,6,0,5,1,6,1,1,1,1,6,1,4,5,5,5,1,5,2,2,6,6,1,4,1,6,5,6,6,5,3,5,6,1,4,5,5,1,1,1,1,3,5,4,5,5,6,1
401,576,1,1,39,1,NA,8,1,1,4,1,1,7,7,1,7,7,7,1,1,1,1,7,4,1,7,1,4,4,1,4,7,1,7,7,1,7,4,7,7,4,7,4,1,7,1,7,7,7,1,4,7,7,7,1,1,7,0,7,1,7,1,1,1,1,7,1,1,7,4,7,1,7,7,1,4,4,1,7,1,7,4,7,7,4,4,7,4,1,4,4,7,1,1,1,1,1,1,1,4,7,7,1
402,538,1,1,26,2,NA,6,1,4,4,1,1,7,7,1,7,7,7,1,1,1,1,4,7,1,7,1,7,4,1,4,7,4,4,7,1,1,4,7,7,4,1,5,1,7,1,7,7,5,1,7,5,1,7,1,1,7,0,7,1,7,1,1,1,1,7,1,1,7,7,7,1,1,1,1,7,7,1,1,1,7,7,7,7,7,1,7,7,1,1,7,7,1,1,1,1,1,1,7,7,1,7,1
403,774,1,1,26,2,NA,6,7,4,6,6,5,7,6,6,4,4,4,6,6,7,5,5,6,1,5,7,5,6,6,6,5,5,5,6,5,4,7,6,6,4,6,6,2,5,6,5,6,5,3,5,5,5,4,7,5,6,4,6,5,5,5,6,6,6,4,3,4,4,7,5,5,6,4,4,4,6,5,6,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,614,1,1,43,1,NA,2,1,3,1,6,1,7,7,1,7,7,7,1,1,3,6,1,6,1,7,1,1,4,1,1,5,2,1,7,7,1,1,1,6,1,1,1,1,2,7,3,1,1,1,5,2,1,7,1,4,4,0,1,1,4,2,4,6,6,6,1,1,3,1,3,5,1,4,1,2,1,1,3,1,6,2,6,6,1,1,3,1,2,2,5,3,6,1,1,1,1,1,1,4,1,1,1
405,526,1,1,62,2,NA,6,1,1,1,6,1,4,5,4,4,5,4,1,1,4,5,1,4,1,5,1,1,1,4,1,1,1,1,5,4,1,1,1,5,1,1,1,1,4,5,1,1,1,1,4,1,1,1,1,4,4,0,1,1,3,4,6,4,6,5,1,1,3,1,1,4,1,1,1,1,1,1,1,4,5,1,1,5,1,1,1,1,4,1,1,1,5,1,1,1,1,1,1,4,1,1,1
406,344,1,1,28,1,NA,8,1,4,2,1,2,3,5,1,6,6,7,2,1,1,2,3,6,1,6,1,2,3,1,3,5,1,2,5,1,2,1,2,6,1,2,1,1,5,1,2,1,2,1,5,5,2,5,2,1,6,0,2,1,6,1,1,1,1,7,1,3,6,5,5,1,1,3,2,6,2,1,1,1,7,2,5,7,2,2,3,2,1,5,5,4,1,1,1,1,1,2,5,4,1,5,1
